State Code,State,disease,Calendar Year,# Incidents Per 100000 Per Location,Vaccine has been introduced Flag
MO,MISSOURI,PERTUSSIS,1952,11,1
MS,MISSISSIPPI,PERTUSSIS,1952,18,1
MT,MONTANA,PERTUSSIS,1952,52,1
NC,NORTH CAROLINA,PERTUSSIS,1952,29,1
ND,NORTH DAKOTA,PERTUSSIS,1952,33,1
NE,NEBRASKA,PERTUSSIS,1952,12,1
NH,NEW HAMPSHIRE,PERTUSSIS,1952,54,1
NJ,NEW JERSEY,PERTUSSIS,1952,42,1
NM,NEW MEXICO,PERTUSSIS,1952,72,1
NV,NEVADA,PERTUSSIS,1952,6,1
NY,NEW YORK,PERTUSSIS,1952,21,1
OH,OHIO,PERTUSSIS,1952,20,1
OK,OKLAHOMA,PERTUSSIS,1952,31,1
OR,OREGON,PERTUSSIS,1952,20,1
PA,PENNSYLVANIA,PERTUSSIS,1952,26,1
RI,RHODE ISLAND,PERTUSSIS,1952,38,1
SC,SOUTH CAROLINA,PERTUSSIS,1952,10,1
SD,SOUTH DAKOTA,PERTUSSIS,1952,17,1
TN,TENNESSEE,PERTUSSIS,1952,26,1
TX,TEXAS,PERTUSSIS,1952,133,1
UT,UTAH,PERTUSSIS,1952,30,1
VA,VIRGINIA,PERTUSSIS,1952,37,1
VT,VERMONT,PERTUSSIS,1952,159,1
WA,WASHINGTON,PERTUSSIS,1952,15,1
WI,WISCONSIN,PERTUSSIS,1952,59,1
WV,WEST VIRGINIA,PERTUSSIS,1952,92,1
WY,WYOMING,PERTUSSIS,1952,124,1
AL,ALABAMA,POLIO,1952,14,0
AR,ARKANSAS,POLIO,1952,22,0
AZ,ARIZONA,POLIO,1952,42,0
CA,CALIFORNIA,POLIO,1952,32,0
CO,COLORADO,POLIO,1952,58,0
CT,CONNECTICUT,POLIO,1952,18,0
DE,DELAWARE,POLIO,1952,30,0
FL,FLORIDA,POLIO,1952,18,0
GA,GEORGIA,POLIO,1952,16,0
IA,IOWA,POLIO,1952,103,0
ID,IDAHO,POLIO,1952,52,0
IL,ILLINOIS,POLIO,1952,37,0
IN,INDIANA,POLIO,1952,27,0
KS,KANSAS,POLIO,1952,69,0
KY,KENTUCKY,POLIO,1952,46,0
LA,LOUISIANA,POLIO,1952,32,0
MA,MASSACHUSETTS,POLIO,1952,10,0
MD,MARYLAND,POLIO,1952,8,0
ME,MAINE,POLIO,1952,16,0
MI,MICHIGAN,POLIO,1952,47,0
MN,MINNESOTA,POLIO,1952,102,0
MO,MISSOURI,POLIO,1952,25,0
MS,MISSISSIPPI,POLIO,1952,36,0
MT,MONTANA,POLIO,1952,38,0
NC,NORTH CAROLINA,POLIO,1952,26,0
ND,NORTH DAKOTA,POLIO,1952,42,0
NE,NEBRASKA,POLIO,1952,130,0
NH,NEW HAMPSHIRE,POLIO,1952,10,0
NJ,NEW JERSEY,POLIO,1952,13,0
NM,NEW MEXICO,POLIO,1952,56,0
NV,NEVADA,POLIO,1952,53,0
NY,NEW YORK,POLIO,1952,16,0
OH,OHIO,POLIO,1952,37,0
OK,OKLAHOMA,POLIO,1952,43,0
OR,OREGON,POLIO,1952,29,0
PA,PENNSYLVANIA,POLIO,1952,12,0
RI,RHODE ISLAND,POLIO,1952,12,0
SC,SOUTH CAROLINA,POLIO,1952,7,0
SD,SOUTH DAKOTA,POLIO,1952,100,0
TN,TENNESSEE,POLIO,1952,20,0
TX,TEXAS,POLIO,1952,42,0
UT,UTAH,POLIO,1952,62,0
VA,VIRGINIA,POLIO,1952,17,0
VT,VERMONT,POLIO,1952,14,0
WA,WASHINGTON,POLIO,1952,41,0
WI,WISCONSIN,POLIO,1952,55,0
WV,WEST VIRGINIA,POLIO,1952,31,0
WY,WYOMING,POLIO,1952,56,0
AL,ALABAMA,POLIO,1953,15,0
AR,ARKANSAS,POLIO,1953,18,0
AZ,ARIZONA,POLIO,1953,43,0
CA,CALIFORNIA,POLIO,1953,32,0
CO,COLORADO,POLIO,1953,14,0
CT,CONNECTICUT,POLIO,1953,17,0
DE,DELAWARE,POLIO,1953,9,0
FL,FLORIDA,POLIO,1953,20,0
GA,GEORGIA,POLIO,1953,13,0
IA,IOWA,POLIO,1953,23,0
ID,IDAHO,POLIO,1953,16,0
IL,ILLINOIS,POLIO,1953,22,0
IN,INDIANA,POLIO,1953,15,0
KS,KANSAS,POLIO,1953,26,0
KY,KENTUCKY,POLIO,1953,13,0
LA,LOUISIANA,POLIO,1953,15,0
MA,MASSACHUSETTS,POLIO,1953,13,0
MD,MARYLAND,POLIO,1953,21,0
ME,MAINE,POLIO,1953,35,0
MI,MICHIGAN,POLIO,1953,34,0
MN,MINNESOTA,POLIO,1953,73,0
MO,MISSOURI,POLIO,1953,22,0
MS,MISSISSIPPI,POLIO,1953,16,0
MT,MONTANA,POLIO,1953,40,0
NC,NORTH CAROLINA,POLIO,1953,23,0
ND,NORTH DAKOTA,POLIO,1953,32,0
NE,NEBRASKA,POLIO,1953,18,0
NH,NEW HAMPSHIRE,POLIO,1953,21,0
NJ,NEW JERSEY,POLIO,1953,15,0
NM,NEW MEXICO,POLIO,1953,14,0
NV,NEVADA,POLIO,1953,29,0
NY,NEW YORK,POLIO,1953,20,0
OH,OHIO,POLIO,1953,30,0
OK,OKLAHOMA,POLIO,1953,25,0
OR,OREGON,POLIO,1953,21,0
PA,PENNSYLVANIA,POLIO,1953,12,0
RI,RHODE ISLAND,POLIO,1953,35,0
SC,SOUTH CAROLINA,POLIO,1953,8,0
SD,SOUTH DAKOTA,POLIO,1953,34,0
TN,TENNESSEE,POLIO,1953,18,0
TX,TEXAS,POLIO,1953,20,0
UT,UTAH,POLIO,1953,30,0
VA,VIRGINIA,POLIO,1953,21,0
VT,VERMONT,POLIO,1953,31,0
WA,WASHINGTON,POLIO,1953,17,0
WI,WISCONSIN,POLIO,1953,22,0
WV,WEST VIRGINIA,POLIO,1953,27,0
WY,WYOMING,POLIO,1953,26,0
AK,ALASKA,POLIO,1954,155,0
AL,ALABAMA,POLIO,1954,12,0
AR,ARKANSAS,POLIO,1954,21,0
AZ,ARIZONA,POLIO,1954,24,0
CA,CALIFORNIA,POLIO,1954,37,0
CO,COLORADO,POLIO,1954,27,0
CT,CONNECTICUT,POLIO,1954,20,0
DE,DELAWARE,POLIO,1954,24,0
FL,FLORIDA,POLIO,1954,51,0
GA,GEORGIA,POLIO,1954,21,0
HI,HAWAII,POLIO,1954,46,0
IA,IOWA,POLIO,1954,55,0
ID,IDAHO,POLIO,1954,21,0
IL,ILLINOIS,POLIO,1954,24,0
IN,INDIANA,POLIO,1954,20,0
KS,KANSAS,POLIO,1954,34,0
KY,KENTUCKY,POLIO,1954,29,0
LA,LOUISIANA,POLIO,1954,19,0
MA,MASSACHUSETTS,POLIO,1954,21,0
MD,MARYLAND,POLIO,1954,9,0
ME,MAINE,POLIO,1954,15,0
MI,MICHIGAN,POLIO,1954,31,0
MN,MINNESOTA,POLIO,1954,22,0
MO,MISSOURI,POLIO,1954,16,0
MS,MISSISSIPPI,POLIO,1954,25,0
MT,MONTANA,POLIO,1954,29,0
NC,NORTH CAROLINA,POLIO,1954,18,0
ND,NORTH DAKOTA,POLIO,1954,19,0
NE,NEBRASKA,POLIO,1954,54,0
NH,NEW HAMPSHIRE,POLIO,1954,17,0
NJ,NEW JERSEY,POLIO,1954,17,0
NM,NEW MEXICO,POLIO,1954,30,0
NV,NEVADA,POLIO,1954,52,0
NY,NEW YORK,POLIO,1954,16,0
OH,OHIO,POLIO,1954,28,0
OK,OKLAHOMA,POLIO,1954,25,0
OR,OREGON,POLIO,1954,23,0
PA,PENNSYLVANIA,POLIO,1954,13,0
RI,RHODE ISLAND,POLIO,1954,15,0
SC,SOUTH CAROLINA,POLIO,1954,15,0
SD,SOUTH DAKOTA,POLIO,1954,22,0
TN,TENNESSEE,POLIO,1954,18,0
TX,TEXAS,POLIO,1954,37,0
UT,UTAH,POLIO,1954,37,0
VA,VIRGINIA,POLIO,1954,17,0
VT,VERMONT,POLIO,1954,21,0
WA,WASHINGTON,POLIO,1954,18,0
WI,WISCONSIN,POLIO,1954,19,0
WV,WEST VIRGINIA,POLIO,1954,20,0
WY,WYOMING,POLIO,1954,93,0
WV,WEST VIRGINIA,POLIO,1955,9,1
WY,WYOMING,POLIO,1955,13,1
AK,ALASKA,POLIO,1955,25,1
AL,ALABAMA,POLIO,1955,6,1
AR,ARKANSAS,POLIO,1955,10,1
AZ,ARIZONA,POLIO,1955,13,1
CA,CALIFORNIA,POLIO,1955,15,1
CO,COLORADO,POLIO,1955,14,1
CT,CONNECTICUT,POLIO,1955,26,1
DE,DELAWARE,POLIO,1955,14,1
FL,FLORIDA,POLIO,1955,12,1
GA,GEORGIA,POLIO,1955,7,1
HI,HAWAII,POLIO,1955,32,1
IA,IOWA,POLIO,1955,19,1
ID,IDAHO,POLIO,1955,40,1
IL,ILLINOIS,POLIO,1955,14,1
IN,INDIANA,POLIO,1955,10,1
KS,KANSAS,POLIO,1955,12,1
KY,KENTUCKY,POLIO,1955,14,1
LA,LOUISIANA,POLIO,1955,12,1
MA,MASSACHUSETTS,POLIO,1955,73,1
MD,MARYLAND,POLIO,1955,9,1
ME,MAINE,POLIO,1955,20,1
MI,MICHIGAN,POLIO,1955,15,1
MN,MINNESOTA,POLIO,1955,17,1
MO,MISSOURI,POLIO,1955,6,1
MS,MISSISSIPPI,POLIO,1955,9,1
MT,MONTANA,POLIO,1955,23,1
NC,NORTH CAROLINA,POLIO,1955,10,1
ND,NORTH DAKOTA,POLIO,1955,10,1
NE,NEBRASKA,POLIO,1955,20,1
NH,NEW HAMPSHIRE,POLIO,1955,35,1
NJ,NEW JERSEY,POLIO,1955,11,1
NM,NEW MEXICO,POLIO,1955,16,1
NV,NEVADA,POLIO,1955,36,1
NY,NEW YORK,POLIO,1955,16,1
OH,OHIO,POLIO,1955,13,1
OK,OKLAHOMA,POLIO,1955,13,1
OR,OREGON,POLIO,1955,25,1
PA,PENNSYLVANIA,POLIO,1955,6,1
RI,RHODE ISLAND,POLIO,1955,50,1
SC,SOUTH CAROLINA,POLIO,1955,13,1
SD,SOUTH DAKOTA,POLIO,1955,11,1
TN,TENNESSEE,POLIO,1955,7,1
TX,TEXAS,POLIO,1955,21,1
UT,UTAH,POLIO,1955,11,1
VA,VIRGINIA,POLIO,1955,8,1
VT,VERMONT,POLIO,1955,29,1
WA,WASHINGTON,POLIO,1955,20,1
WI,WISCONSIN,POLIO,1955,59,1
NH,NEW HAMPSHIRE,POLIO,1956,1,1
AL,ALABAMA,POLIO,1956,3,1
AR,ARKANSAS,POLIO,1956,13,1
AZ,ARIZONA,POLIO,1956,14,1
CA,CALIFORNIA,POLIO,1956,16,1
CO,COLORADO,POLIO,1956,10,1
CT,CONNECTICUT,POLIO,1956,6,1
DE,DELAWARE,POLIO,1956,7,1
FL,FLORIDA,POLIO,1956,9,1
GA,GEORGIA,POLIO,1956,5,1
HI,HAWAII,POLIO,1956,12,1
IA,IOWA,POLIO,1956,24,1
ID,IDAHO,POLIO,1956,17,1
IL,ILLINOIS,POLIO,1956,19,1
IN,INDIANA,POLIO,1956,10,1
KS,KANSAS,POLIO,1956,13,1
KY,KENTUCKY,POLIO,1956,7,1
LA,LOUISIANA,POLIO,1956,21,1
MA,MASSACHUSETTS,POLIO,1956,2,1
MD,MARYLAND,POLIO,1956,4,1
ME,MAINE,POLIO,1956,2,1
MI,MICHIGAN,POLIO,1956,10,1
MN,MINNESOTA,POLIO,1956,6,1
MO,MISSOURI,POLIO,1956,10,1
MS,MISSISSIPPI,POLIO,1956,15,1
MT,MONTANA,POLIO,1956,9,1
NC,NORTH CAROLINA,POLIO,1956,8,1
ND,NORTH DAKOTA,POLIO,1956,7,1
NE,NEBRASKA,POLIO,1956,14,1
AK,ALASKA,POLIO,1956,8,1
NJ,NEW JERSEY,POLIO,1956,4,1
NM,NEW MEXICO,POLIO,1956,10,1
NV,NEVADA,POLIO,1956,14,1
NY,NEW YORK,POLIO,1956,5,1
OH,OHIO,POLIO,1956,7,1
OK,OKLAHOMA,POLIO,1956,10,1
OR,OREGON,POLIO,1956,11,1
PA,PENNSYLVANIA,POLIO,1956,2,1
RI,RHODE ISLAND,POLIO,1956,1,1
SC,SOUTH CAROLINA,POLIO,1956,5,1
SD,SOUTH DAKOTA,POLIO,1956,6,1
TN,TENNESSEE,POLIO,1956,5,1
TX,TEXAS,POLIO,1956,15,1
UT,UTAH,POLIO,1956,28,1
VA,VIRGINIA,POLIO,1956,6,1
VT,VERMONT,POLIO,1956,9,1
WA,WASHINGTON,POLIO,1956,8,1
WI,WISCONSIN,POLIO,1956,15,1
WV,WEST VIRGINIA,POLIO,1956,6,1
WY,WYOMING,POLIO,1956,13,1
UT,UTAH,POLIO,1957,4,1
VA,VIRGINIA,POLIO,1957,3,1
VT,VERMONT,POLIO,1957,1,1
WA,WASHINGTON,POLIO,1957,1,1
WI,WISCONSIN,POLIO,1957,6,1
WV,WEST VIRGINIA,POLIO,1957,3,1
WY,WYOMING,POLIO,1957,4,1
NH,NEW HAMPSHIRE,POLIO,1957,1,1
AK,ALASKA,POLIO,1957,1,1
AL,ALABAMA,POLIO,1957,2,1
AR,ARKANSAS,POLIO,1957,5,1
AZ,ARIZONA,POLIO,1957,5,1
CA,CALIFORNIA,POLIO,1957,5,1
CO,COLORADO,POLIO,1957,3,1
CT,CONNECTICUT,POLIO,1957,2,1
DE,DELAWARE,POLIO,1957,3,1
FL,FLORIDA,POLIO,1957,4,1
GA,GEORGIA,POLIO,1957,2,1
HI,HAWAII,POLIO,1957,3,1
IA,IOWA,POLIO,1957,7,1
ID,IDAHO,POLIO,1957,4,1
IL,ILLINOIS,POLIO,1957,4,1
IN,INDIANA,POLIO,1957,5,1
KS,KANSAS,POLIO,1957,3,1
KY,KENTUCKY,POLIO,1957,4,1
LA,LOUISIANA,POLIO,1957,6,1
MA,MASSACHUSETTS,POLIO,1957,1,1
MD,MARYLAND,POLIO,1957,1,1
ME,MAINE,POLIO,1957,1,1
MI,MICHIGAN,POLIO,1957,7,1
MN,MINNESOTA,POLIO,1957,2,1
MO,MISSOURI,POLIO,1957,3,1
MS,MISSISSIPPI,POLIO,1957,5,1
MT,MONTANA,POLIO,1957,2,1
NC,NORTH CAROLINA,POLIO,1957,5,1
ND,NORTH DAKOTA,POLIO,1957,2,1
NE,NEBRASKA,POLIO,1957,5,1
NJ,NEW JERSEY,POLIO,1957,1,1
NM,NEW MEXICO,POLIO,1957,6,1
NV,NEVADA,POLIO,1957,2,1
NY,NEW YORK,POLIO,1957,1,1
OH,OHIO,POLIO,1957,3,1
OK,OKLAHOMA,POLIO,1957,5,1
OR,OREGON,POLIO,1957,3,1
PA,PENNSYLVANIA,POLIO,1957,0,1
SC,SOUTH CAROLINA,POLIO,1957,6,1
SD,SOUTH DAKOTA,POLIO,1957,12,1
TN,TENNESSEE,POLIO,1957,6,1
TX,TEXAS,POLIO,1957,8,1
AK,ALASKA,POLIO,1958,1,1
ME,MAINE,POLIO,1958,0,1
AL,ALABAMA,POLIO,1958,2,1
AR,ARKANSAS,POLIO,1958,2,1
AZ,ARIZONA,POLIO,1958,3,1
CA,CALIFORNIA,POLIO,1958,2,1
CO,COLORADO,POLIO,1958,1,1
CT,CONNECTICUT,POLIO,1958,2,1
DE,DELAWARE,POLIO,1958,6,1
FL,FLORIDA,POLIO,1958,6,1
GA,GEORGIA,POLIO,1958,1,1
HI,HAWAII,POLIO,1958,13,1
IA,IOWA,POLIO,1958,3,1
ID,IDAHO,POLIO,1958,2,1
IL,ILLINOIS,POLIO,1958,2,1
IN,INDIANA,POLIO,1958,3,1
KS,KANSAS,POLIO,1958,1,1
KY,KENTUCKY,POLIO,1958,3,1
LA,LOUISIANA,POLIO,1958,2,1
MA,MASSACHUSETTS,POLIO,1958,1,1
MD,MARYLAND,POLIO,1958,1,1
MI,MICHIGAN,POLIO,1958,16,1
MN,MINNESOTA,POLIO,1958,1,1
MO,MISSOURI,POLIO,1958,4,1
MS,MISSISSIPPI,POLIO,1958,6,1
MT,MONTANA,POLIO,1958,10,1
NC,NORTH CAROLINA,POLIO,1958,2,1
ND,NORTH DAKOTA,POLIO,1958,8,1
NE,NEBRASKA,POLIO,1958,3,1
NH,NEW HAMPSHIRE,POLIO,1958,1,1
NJ,NEW JERSEY,POLIO,1958,5,1
NM,NEW MEXICO,POLIO,1958,5,1
NV,NEVADA,POLIO,1958,2,1
NY,NEW YORK,POLIO,1958,2,1
OH,OHIO,POLIO,1958,4,1
OK,OKLAHOMA,POLIO,1958,3,1
OR,OREGON,POLIO,1958,2,1
PA,PENNSYLVANIA,POLIO,1958,1,1
RI,RHODE ISLAND,POLIO,1958,0,1
SC,SOUTH CAROLINA,POLIO,1958,1,1
SD,SOUTH DAKOTA,POLIO,1958,2,1
TN,TENNESSEE,POLIO,1958,4,1
TX,TEXAS,POLIO,1958,7,1
UT,UTAH,POLIO,1958,1,1
VA,VIRGINIA,POLIO,1958,4,1
VT,VERMONT,POLIO,1958,2,1
WA,WASHINGTON,POLIO,1958,1,1
WI,WISCONSIN,POLIO,1958,2,1
WV,WEST VIRGINIA,POLIO,1958,11,1
WY,WYOMING,POLIO,1958,4,1
WY,WYOMING,MEASLES,1959,281,0
WY,WYOMING,POLIO,1959,1,1
AK,ALASKA,POLIO,1959,9,1
AL,ALABAMA,POLIO,1959,5,1
AR,ARKANSAS,POLIO,1959,11,1
AZ,ARIZONA,POLIO,1959,5,1
CA,CALIFORNIA,POLIO,1959,2,1
CO,COLORADO,POLIO,1959,1,1
CT,CONNECTICUT,POLIO,1959,2,1
DE,DELAWARE,POLIO,1959,2,1
FL,FLORIDA,POLIO,1959,3,1
GA,GEORGIA,POLIO,1959,3,1
HI,HAWAII,POLIO,1959,1,1
IA,IOWA,POLIO,1959,10,1
ID,IDAHO,POLIO,1959,1,1
IL,ILLINOIS,POLIO,1959,2,1
IN,INDIANA,POLIO,1959,2,1
KS,KANSAS,POLIO,1959,5,1
KY,KENTUCKY,POLIO,1959,2,1
LA,LOUISIANA,POLIO,1959,3,1
MA,MASSACHUSETTS,POLIO,1959,2,1
MD,MARYLAND,POLIO,1959,1,1
ME,MAINE,POLIO,1959,5,1
MI,MICHIGAN,POLIO,1959,4,1
MN,MINNESOTA,POLIO,1959,4,1
MO,MISSOURI,POLIO,1959,7,1
MS,MISSISSIPPI,POLIO,1959,4,1
MT,MONTANA,POLIO,1959,2,1
NC,NORTH CAROLINA,POLIO,1959,4,1
ND,NORTH DAKOTA,POLIO,1959,2,1
NE,NEBRASKA,POLIO,1959,7,1
NJ,NEW JERSEY,POLIO,1959,1,1
NM,NEW MEXICO,POLIO,1959,4,1
NV,NEVADA,POLIO,1959,3,1
NY,NEW YORK,POLIO,1959,2,1
OH,OHIO,POLIO,1959,2,1
OK,OKLAHOMA,POLIO,1959,5,1
OR,OREGON,POLIO,1959,7,1
PA,PENNSYLVANIA,POLIO,1959,1,1
RI,RHODE ISLAND,POLIO,1959,1,1
SC,SOUTH CAROLINA,POLIO,1959,3,1
SD,SOUTH DAKOTA,POLIO,1959,2,1
TN,TENNESSEE,POLIO,1959,6,1
TX,TEXAS,POLIO,1959,4,1
UT,UTAH,POLIO,1959,1,1
VA,VIRGINIA,POLIO,1959,5,1
VT,VERMONT,POLIO,1959,2,1
WA,WASHINGTON,POLIO,1959,6,1
WI,WISCONSIN,POLIO,1959,1,1
WV,WEST VIRGINIA,POLIO,1959,6,1
AK,ALASKA,MEASLES,1959,817,0
AL,ALABAMA,MEASLES,1959,108,0
AR,ARKANSAS,MEASLES,1959,46,0
AZ,ARIZONA,MEASLES,1959,719,0
CA,CALIFORNIA,MEASLES,1959,252,0
CO,COLORADO,MEASLES,1959,412,0
CT,CONNECTICUT,MEASLES,1959,516,0
DE,DELAWARE,MEASLES,1959,140,0
FL,FLORIDA,MEASLES,1959,75,0
GA,GEORGIA,MEASLES,1959,12,0
HI,HAWAII,MEASLES,1959,593,0
IA,IOWA,MEASLES,1959,420,0
ID,IDAHO,MEASLES,1959,247,0
IL,ILLINOIS,MEASLES,1959,96,0
IN,INDIANA,MEASLES,1959,100,0
KY,KENTUCKY,MEASLES,1959,222,0
LA,LOUISIANA,MEASLES,1959,2,0
MA,MASSACHUSETTS,MEASLES,1959,123,0
MD,MARYLAND,MEASLES,1959,76,0
ME,MAINE,MEASLES,1959,270,0
MI,MICHIGAN,MEASLES,1959,148,0
MN,MINNESOTA,MEASLES,1959,80,0
MO,MISSOURI,MEASLES,1959,85,0
MS,MISSISSIPPI,MEASLES,1959,66,0
MT,MONTANA,MEASLES,1959,626,0
NC,NORTH CAROLINA,MEASLES,1959,73,0
ND,NORTH DAKOTA,MEASLES,1959,900,0
NE,NEBRASKA,MEASLES,1959,29,0
NH,NEW HAMPSHIRE,MEASLES,1959,77,0
NJ,NEW JERSEY,MEASLES,1959,502,0
NM,NEW MEXICO,MEASLES,1959,484,0
NV,NEVADA,MEASLES,1959,220,0
NY,NEW YORK,MEASLES,1959,140,0
OH,OHIO,MEASLES,1959,124,0
OK,OKLAHOMA,MEASLES,1959,29,0
OR,OREGON,MEASLES,1959,448,0
PA,PENNSYLVANIA,MEASLES,1959,248,0
RI,RHODE ISLAND,MEASLES,1959,36,0
SC,SOUTH CAROLINA,MEASLES,1959,83,0
SD,SOUTH DAKOTA,MEASLES,1959,129,0
TN,TENNESSEE,MEASLES,1959,276,0
TX,TEXAS,MEASLES,1959,361,0
UT,UTAH,MEASLES,1959,671,0
VA,VIRGINIA,MEASLES,1959,349,0
VT,VERMONT,MEASLES,1959,526,0
WA,WASHINGTON,MEASLES,1959,512,0
WI,WISCONSIN,MEASLES,1959,385,0
WV,WEST VIRGINIA,MEASLES,1959,406,0
NH,NEW HAMPSHIRE,POLIO,1959,0,1
AK,ALASKA,MEASLES,1960,636,0
AK,ALASKA,POLIO,1960,1,1
AL,ALABAMA,POLIO,1960,1,1
AR,ARKANSAS,POLIO,1960,2,1
AZ,ARIZONA,POLIO,1960,1,1
CA,CALIFORNIA,POLIO,1960,3,1
CO,COLORADO,POLIO,1960,1,1
CT,CONNECTICUT,POLIO,1960,1,1
FL,FLORIDA,POLIO,1960,1,1
GA,GEORGIA,POLIO,1960,1,1
HI,HAWAII,POLIO,1960,1,1
IA,IOWA,POLIO,1960,1,1
ID,IDAHO,POLIO,1960,2,1
IL,ILLINOIS,POLIO,1960,2,1
IN,INDIANA,POLIO,1960,3,1
KS,KANSAS,POLIO,1960,1,1
KY,KENTUCKY,POLIO,1960,5,1
LA,LOUISIANA,POLIO,1960,2,1
MA,MASSACHUSETTS,POLIO,1960,1,1
MD,MARYLAND,POLIO,1960,5,1
ME,MAINE,POLIO,1960,5,1
MI,MICHIGAN,POLIO,1960,1,1
MN,MINNESOTA,POLIO,1960,2,1
MO,MISSOURI,POLIO,1960,1,1
MS,MISSISSIPPI,POLIO,1960,2,1
MT,MONTANA,POLIO,1960,4,1
NC,NORTH CAROLINA,POLIO,1960,2,1
ND,NORTH DAKOTA,POLIO,1960,2,1
NE,NEBRASKA,POLIO,1960,1,1
NJ,NEW JERSEY,POLIO,1960,1,1
NM,NEW MEXICO,POLIO,1960,1,1
NY,NEW YORK,POLIO,1960,2,1
OH,OHIO,POLIO,1960,1,1
OK,OKLAHOMA,POLIO,1960,1,1
OR,OREGON,POLIO,1960,2,1
PA,PENNSYLVANIA,POLIO,1960,1,1
RI,RHODE ISLAND,POLIO,1960,12,1
SC,SOUTH CAROLINA,POLIO,1960,5,1
SD,SOUTH DAKOTA,POLIO,1960,1,1
TN,TENNESSEE,POLIO,1960,2,1
TX,TEXAS,POLIO,1960,2,1
UT,UTAH,POLIO,1960,1,1
VA,VIRGINIA,POLIO,1960,2,1
VT,VERMONT,POLIO,1960,3,1
WA,WASHINGTON,POLIO,1960,1,1
WI,WISCONSIN,POLIO,1960,1,1
WV,WEST VIRGINIA,POLIO,1960,3,1
WY,WYOMING,POLIO,1960,7,1
DE,DELAWARE,POLIO,1960,0,1
AL,ALABAMA,MEASLES,1960,63,0
AR,ARKANSAS,MEASLES,1960,89,0
AZ,ARIZONA,MEASLES,1960,326,0
CA,CALIFORNIA,MEASLES,1960,140,0
CO,COLORADO,MEASLES,1960,385,0
CT,CONNECTICUT,MEASLES,1960,435,0
DE,DELAWARE,MEASLES,1960,213,0
FL,FLORIDA,MEASLES,1960,74,0
GA,GEORGIA,MEASLES,1960,6,0
HI,HAWAII,MEASLES,1960,829,0
IA,IOWA,MEASLES,1960,64,0
ID,IDAHO,MEASLES,1960,422,0
IL,ILLINOIS,MEASLES,1960,225,0
IN,INDIANA,MEASLES,1960,223,0
KY,KENTUCKY,MEASLES,1960,353,0
LA,LOUISIANA,MEASLES,1960,7,0
MA,MASSACHUSETTS,MEASLES,1960,421,0
MD,MARYLAND,MEASLES,1960,104,0
ME,MAINE,MEASLES,1960,413,0
MI,MICHIGAN,MEASLES,1960,452,0
MN,MINNESOTA,MEASLES,1960,126,0
MO,MISSOURI,MEASLES,1960,17,0
MS,MISSISSIPPI,MEASLES,1960,76,0
MT,MONTANA,MEASLES,1960,314,0
NC,NORTH CAROLINA,MEASLES,1960,27,0
ND,NORTH DAKOTA,MEASLES,1960,391,0
NE,NEBRASKA,MEASLES,1960,15,0
NH,NEW HAMPSHIRE,MEASLES,1960,186,0
NJ,NEW JERSEY,MEASLES,1960,175,0
NM,NEW MEXICO,MEASLES,1960,7,0
NV,NEVADA,MEASLES,1960,263,0
NY,NEW YORK,MEASLES,1960,277,0
OH,OHIO,MEASLES,1960,191,0
OK,OKLAHOMA,MEASLES,1960,52,0
OR,OREGON,MEASLES,1960,625,0
PA,PENNSYLVANIA,MEASLES,1960,60,0
RI,RHODE ISLAND,MEASLES,1960,228,0
SC,SOUTH CAROLINA,MEASLES,1960,54,0
SD,SOUTH DAKOTA,MEASLES,1960,18,0
TN,TENNESSEE,MEASLES,1960,536,0
TX,TEXAS,MEASLES,1960,516,0
UT,UTAH,MEASLES,1960,552,0
VA,VIRGINIA,MEASLES,1960,186,0
VT,VERMONT,MEASLES,1960,893,0
WA,WASHINGTON,MEASLES,1960,456,0
WI,WISCONSIN,MEASLES,1960,"1,090",0
WV,WEST VIRGINIA,MEASLES,1960,190,0
WY,WYOMING,MEASLES,1960,210,0
KY,KENTUCKY,MEASLES,1961,369,0
RI,RHODE ISLAND,POLIO,1961,0,1
WY,WYOMING,POLIO,1961,0,1
DE,DELAWARE,POLIO,1961,0,1
AL,ALABAMA,POLIO,1961,0,1
AR,ARKANSAS,POLIO,1961,1,1
AZ,ARIZONA,POLIO,1961,1,1
CA,CALIFORNIA,POLIO,1961,1,1
CO,COLORADO,POLIO,1961,1,1
CT,CONNECTICUT,POLIO,1961,0,1
FL,FLORIDA,POLIO,1961,1,1
GA,GEORGIA,POLIO,1961,1,1
HI,HAWAII,POLIO,1961,1,1
IA,IOWA,POLIO,1961,1,1
ID,IDAHO,POLIO,1961,2,1
IL,ILLINOIS,POLIO,1961,0,1
IN,INDIANA,POLIO,1961,0,1
KS,KANSAS,POLIO,1961,0,1
KY,KENTUCKY,POLIO,1961,1,1
LA,LOUISIANA,POLIO,1961,2,1
MA,MASSACHUSETTS,POLIO,1961,0,1
MD,MARYLAND,POLIO,1961,1,1
ME,MAINE,POLIO,1961,1,1
MI,MICHIGAN,POLIO,1961,1,1
MN,MINNESOTA,POLIO,1961,0,1
MO,MISSOURI,POLIO,1961,1,1
MS,MISSISSIPPI,POLIO,1961,1,1
MT,MONTANA,POLIO,1961,1,1
NC,NORTH CAROLINA,POLIO,1961,0,1
ND,NORTH DAKOTA,POLIO,1961,1,1
NE,NEBRASKA,POLIO,1961,0,1
